datetime,temperature_C,humidity_%,wind_speed_mps,cloud_cover_%,solar_radiation_Wm2,pm10,pm2_5,co,no2,so2,o3,aqi_us,carbon_intensity_actual,carbon_intensity_forecast,carbon_index,retail_price_£_per_kWh,uk_gen_biomass_%,uk_gen_imports_%,uk_gen_gas_%,uk_gen_nuclear_%,uk_gen_solar_%,uk_gen_wind_%,hour,day_of_week,month,day_of_month,week_of_year,is_weekend,is_peak_hour,is_night,hour_sin,hour_cos,month_sin,month_cos,renewable_pct,fossil_pct,heating_demand,cooling_demand,wind_solar_combined,carbon_per_price,log_so2,log_pm2_5,log_co,log_no2,log_pm10,log_solar_radiation_Wm2,log_uk_gen_solar_%,log_aqi_us,price_lag_1h,price_lag_24h,carbon_lag_1h,carbon_lag_24h,temp_lag_1h,temp_lag_24h,wind_lag_1h,wind_lag_24h,price_rolling_24h_mean,price_rolling_24h_std,temp_rolling_24h_mean,temp_rolling_24h_std,carbon_rolling_24h_mean,carbon_rolling_24h_std,wind_rolling_24h_std,scaled_temperature_C,scaled_wind_speed_mps,scaled_humidity_%,scaled_cloud_cover_%,scaled_o3,scaled_carbon_intensity_actual,scaled_carbon_intensity_forecast,scaled_uk_gen_wind_%,scaled_uk_gen_imports_%,scaled_uk_gen_biomass_%,scaled_uk_gen_nuclear_%,scaled_uk_gen_gas_%,scaled_log_so2,scaled_log_pm2_5,scaled_log_co,scaled_log_no2,scaled_log_pm10,scaled_log_solar_radiation_Wm2,scaled_log_uk_gen_solar_%,scaled_log_aqi_us,scaled_renewable_pct,scaled_fossil_pct,scaled_heating_demand,scaled_cooling_demand,scaled_carbon_per_price,scaled_price_lag_1h,scaled_price_lag_24h,scaled_carbon_lag_1h,scaled_carbon_lag_24h,scaled_temp_lag_1h,scaled_temp_lag_24h,scaled_wind_lag_1h,scaled_wind_lag_24h,scaled_price_rolling_24h_mean,scaled_price_rolling_24h_std,scaled_temp_rolling_24h_mean,scaled_temp_rolling_24h_std,scaled_carbon_rolling_24h_mean,scaled_carbon_rolling_24h_std,scaled_wind_rolling_24h_std
2025-08-02 05:00:00+00:00,15.0,60,10.9,100,2.0,9.1,6.7,166,9.7,0.9,39,29,78,58,low,0.14994,12.9,21.5,12.3,16.9,1.1,35.2,5,5,8,2,31,1,0,1,0.9659258262890683,0.25881904510252074,-0.8660254037844385,-0.5000000000000004,36.300000000000004,12.3,3.0,0.0,70.4,520.2046138147672,0.6418538861723948,2.0412203288596382,5.117993812416755,2.3702437414678603,2.312535423847214,1.0986122886681098,0.7419373447293773,3.4011973816621555,,,,,,,,,0.14994,,15.0,,78.0,,,-0.4039856889919749,0.013433348567483808,-0.5849340601157507,0.8404407482242797,-0.6350789719674562,-0.8730305609940616,-1.1588155313605941,0.1453947994125897,1.4642423218739424,1.4770933101424155,1.967812489313365,-1.0418821552435344,-0.6150760406517614,0.07770881537788069,0.25013760147071984,-0.5944452183598613,-0.32566036368839896,-0.6300919674350218,-0.40739509134069996,-0.2786662204850018,-0.16584471030607434,-1.0418821552435344,0.2357762032278267,-0.23958084377106728,-0.06759477568131393,-1.9656530402734202,-1.903079558010289,-2.1869511197553657,-2.1128059204509873,-4.216925553097932,-3.8167303448752086,-1.6956063983096945,-1.6630610728901645,-0.46600127139291364,-3.91401076673527,-0.5250381588667229,-2.7877111005197635,-0.9765728165524822,-2.5686701793281306,-1.695654409690845
2025-08-02 06:00:00+00:00,15.2,61,10.4,100,30.0,10.7,8.1,172,10.0,1.1,37,29,76,72,low,0.143325,9.7,21.7,12.3,16.7,5.8,33.7,6,5,8,2,31,1,0,1,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,39.5,12.3,2.8000000000000007,0.0,1011.0000000000001,530.2596877049523,0.7419373447293773,2.2082744135228043,5.153291594497779,2.3978952727983707,2.4595888418037104,3.4339872044851463,1.916922612182061,3.4011973816621555,0.14994,,78.0,,15.0,,35.2,,0.1466325,0.004677511357548999,15.1,0.141421356237309,77.0,1.4142135623730951,1.0606601717798212,-0.3528946212281191,-0.08232864728674821,-0.5194762692365194,0.8404407482242797,-0.7334114902653799,-0.9067810471278127,-0.932996945872021,0.06688144576310005,1.4978643989090437,0.5518054714763079,1.8955448197656815,-1.0418821552435344,-0.3575721545272523,0.43702155774301876,0.481055661885434,-0.5490371872664922,0.033854933289242085,0.24654514909711978,0.487218699784685,-0.2786662204850018,-0.00348284620169769,-1.0418821552435344,0.15545114690545928,-0.23958084377106728,-0.06759229014534494,-0.2665308171216244,-1.903079558010289,-0.8717960837151545,-2.1128059204509873,-0.4008547224293811,-3.8167303448752086,0.14577474843852037,-1.6630610728901645,-0.5318781918892115,-3.6582810454200527,-0.49230719400479483,-2.6195348883345475,-0.9954742356422384,-2.4261115442289514,-1.4307729033280767
2025-08-02 07:00:00+00:00,15.6,60,10.7,100,67.0,9.2,7.1,185,10.6,1.3,40,29,86,69,low,0.14133,7.8,24.5,12.0,15.1,12.4,28.3,7,5,8,2,31,1,0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844385,-0.5000000000000004,40.7,12.0,2.4000000000000004,0.0,1896.1000000000001,608.5006120384062,0.832909122935104,2.0918640616783932,5.225746673713202,2.451005098112319,2.322387720290225,4.219507705176107,2.5952547069568657,3.4011973816621555,0.143325,,76.0,,15.2,,33.7,,0.144865,0.004506853114979439,15.266666666666666,0.30550504633038944,80.0,5.291502622129181,3.6290494623248137,-0.25071248570040705,-0.024871449774209207,-0.5849340601157507,0.8404407482242797,-0.5859127128184944,-0.7380286164590574,-0.9813866427624295,-0.21576662737506283,1.9685734774004617,0.0024158172683068336,1.3174034633842102,-1.061346674709413,-0.12351163390391501,0.18663724151846262,0.9550567286157576,-0.46182275525569677,-0.30157352959203765,0.5414084800504257,1.0036892154228305,-0.2786662204850018,0.057402852837443785,-1.061346674709413,-0.005198965739276249,-0.23958084377106728,-0.06757294959809469,-0.34149209167243877,-1.903079558010289,-0.9055180077161855,-2.1128059204509873,-0.34997377802046725,-3.8167303448752086,0.06730680184413622,-1.6630610728901645,-0.5670822605142174,-3.6676113027890755,-0.4377555859015814,-2.424408959582161,-0.9387699783729698,-2.035264609260875,-0.789362164708597
2025-08-02 08:00:00+00:00,16.2,59,10.0,100,135.0,8.5,6.2,180,6.8,1.1,44,29,73,85,low,0.152145,8.1,23.7,7.7,14.1,20.8,25.6,8,5,8,2,31,1,0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,46.400000000000006,7.7,1.8000000000000007,0.0,3456.0,479.8022951638558,0.7419373447293773,1.9740810260220096,5.198497031265826,2.0541237336955462,2.2512917986064953,4.912654885736052,3.0819099697950434,3.4011973816621555,0.14133,,86.0,,15.6,,28.3,,0.146685,0.005175978168423811,15.5,0.5291502622129179,78.25,5.560275772537426,4.509988913511875,-0.09743928240883924,-0.1589382439701339,-0.6503918509949819,0.8404407482242797,-0.3892476762226471,-0.9574067763284393,-0.7233082593469176,-0.3570906639441442,1.8340851692600564,0.08916155214325434,0.9560651156457906,-1.340338120387004,-0.3575721545272523,-0.06669954836679194,0.7767895908534317,-1.1135624770240462,-0.4753884041676616,0.8015973437669269,1.374220252465229,-0.2786662204850018,0.34660992327336526,-1.340338120387004,-0.2461741347063792,-0.23958084377106728,-0.06760476281988041,-0.36409946018776373,-1.903079558010289,-0.7369083877110303,-2.1128059204509873,-0.24821188920263915,-3.8167303448752086,-0.21517780589564683,-1.6630610728901645,-0.5308325264845082,-3.6310287805112407,-0.36138333455708205,-2.1584533339172873,-0.9718474617800431,-2.0081711528742665,-0.5693627953976332
2025-08-02 09:00:00+00:00,17.2,54,9.2,100,242.0,7.9,5.6,173,6.6,0.9,52,29,67,68,low,0.152145,6.9,22.3,7.3,13.2,26.9,23.3,9,5,8,2,31,1,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,50.2,7.3,0.8000000000000007,0.0,5638.6,440.366490081895,0.6418538861723948,1.8870696490323797,5.159055299214529,2.028148247292285,2.186051276738094,5.493061443340548,3.32862668882732,3.4011973816621555,0.152145,,73.0,,16.2,,25.6,,0.147777,0.005104447325617133,15.84,0.8876936408468855,76.0,6.96419413859206,5.119277292743578,0.15801605641044061,-0.31215743733690526,-0.9776808053911382,0.8404407482242797,0.004082396969047429,-1.0586582347296924,-0.997516541725899,-0.47747780620669505,1.5987306300143478,-0.2578213873565357,0.6308606026812127,-1.3662908130081752,-0.6150760406517614,-0.25385029386427266,0.5187618132504096,-1.1562181867627406,-0.6348880330809676,1.019466400948585,1.5620661646322678,-0.2786662204850018,0.5394146368973126,-1.3662908130081752,-0.6477994163182177,-0.23958084377106728,-0.06761451104381867,-0.24154372560468612,-1.903079558010289,-0.9561008937177321,-2.1128059204509873,-0.09556905597589721,-3.8167303448752086,-0.35642010976553823,-1.6630610728901645,-0.5090826860666832,-3.634939527294757,-0.2500980540265263,-1.7320787825265644,-1.0143756547319944,-1.8666503165731523,-0.4172035760791526
2025-08-02 10:00:00+00:00,19.0,46,9.2,53,610.0,7.1,5.5,165,5.7,0.8,58,29,62,67,low,0.157605,6.1,22.0,6.9,13.2,28.9,22.9,10,5,8,2,31,1,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,51.8,6.9,0.0,0.0,13969.0,393.38603860259127,0.5877866649021191,1.8718021769015913,5.111987788356544,1.9021075263969205,2.0918640616783932,6.415096959171596,3.3978584803966405,3.4011973816621555,0.152145,,67.0,,17.2,,23.3,,0.149415,0.0060780399801251585,16.366666666666667,1.5148157203655717,73.66666666666667,8.453795991545258,5.255727035022528,0.6178356662851445,-0.31215743733690526,-1.5013431324249882,-0.46716820298143075,0.2990799518628183,-1.1430344500640701,-1.0136464406893686,-0.49841470051322573,1.5482975144616957,-0.4891433470230627,0.6308606026812127,-1.3922435056293465,-0.7541851380968994,-0.2866887443059844,0.2108461971664871,-1.3631962707263008,-0.8651563604972184,1.3655738077139663,1.61477807280496,-0.2786662204850018,0.6205955689495007,-1.3922435056293465,-0.9690996416076888,-0.23958084377106728,-0.06762612424559784,-0.24154372560468612,-1.903079558010289,-1.0572666657208252,-2.1128059204509873,0.15883566606867283,-3.8167303448752086,-0.4767376278769273,-1.6630610728901645,-0.47645792543994503,-3.5817110989318715,-0.07771497242037104,-0.9863143611035958,-1.0584789659414255,-1.7164922268417278,-0.3831276163709543
2025-08-02 11:00:00+00:00,20.2,39,7.6,100,655.0,6.8,5.0,162,5.6,0.7,66,28,67,60,low,0.16107,6.5,22.4,7.5,13.5,29.6,20.5,11,5,8,2,31,1,0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,50.1,7.5,0.0,0.0,13427.5,415.9656300637607,0.5306282510621704,1.791759469228055,5.093750200806762,1.8870696490323797,2.0541237336955462,6.486160788944089,3.4210000089583352,3.367295829986474,0.157605,,62.0,,19.0,,22.9,,0.15108000000000002,0.007084564206780807,16.914285714285715,2.002855104951072,72.71428571428571,8.118174789000415,5.604972282332386,0.9243820728682801,-0.6185958240704477,-1.9595476685796072,0.8404407482242797,0.6924100250545129,-1.0586582347296924,-1.1265557334336551,-0.624036066352409,1.615541668531898,-0.3734823671897992,0.7392621070027389,-1.3533144666975896,-0.9012475388243855,-0.4588507411736422,0.09153591489515157,-1.3878907585210474,-0.9574236835648179,1.3922492637187227,1.6323976389156882,-0.3851192422086991,0.5343408286440507,-1.3533144666975896,-0.9690996416076888,-0.23958084377106728,-0.06762054274641098,-0.17967092756274405,-1.903079558010289,-1.141571475723403,-2.1128059204509873,0.616764165748899,-3.8167303448752086,-0.49766241363542985,-1.6630610728901645,-0.44329539403364476,-3.526682229880757,0.10152602563304511,-0.4059450499857874,-1.0764803174554791,-1.7503242461478157,-0.2959096650810136
2025-08-02 12:00:00+00:00,20.5,38,10.0,100,600.0,6.9,5.2,165,7.1,0.7,69,28,66,65,low,0.14994,7.9,22.3,7.7,13.4,30.1,18.7,12,5,8,2,31,1,0,0,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,48.8,7.7,0.0,0.0,11220.0,440.17313476634143,0.5306282510621704,1.824549292051046,5.111987788356544,2.0918640616783932,2.066862759472976,6.398594934535208,3.4372078191851885,3.367295829986474,0.16107,,67.0,,20.2,,20.5,,0.1509375,0.006571403959581225,17.3625,2.24622699527134,71.875,7.881941385217225,5.973931464526285,1.0010186745140643,-0.1589382439701339,-2.0250054594588383,0.8404407482242797,0.8399088025013983,-1.075533477796568,-1.0459062386163076,-0.7182520907317967,1.5987306300143478,0.03133106222662284,0.7031282722288971,-1.340338120387004,-0.9012475388243855,-0.38832387447683714,0.2108461971664871,-1.0515871033626178,-0.9262793912442315,1.3593793901940177,1.6447379898584034,-0.3851192422086991,0.46838132135164745,-1.340338120387004,-0.9690996416076888,-0.23958084377106728,-0.06761455883974705,-0.14040549803612695,-1.903079558010289,-1.0572666657208252,-2.1128059204509873,0.9220498322023829,-3.8167303448752086,-0.6232111281864444,-1.6630610728901645,-0.44613362870355366,-3.5547378169173562,0.24823088599633045,-0.11653075107510659,-1.0923440084772387,-1.7741375601367255,-0.20376850001595762
2025-08-02 13:00:00+00:00,20.6,39,13.8,100,559.0,6.8,5.3,165,7.9,0.7,69,28,68,65,low,0.15036,6.1,23.0,8.0,13.4,31.2,18.2,13,5,8,2,31,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,49.4,8.0,0.0,0.0,10173.8,452.24493053384856,0.5306282510621704,1.840549633397487,5.111987788356544,2.186051276738094,2.0541237336955462,6.327936783729195,3.4719664525503626,3.367295829986474,0.14994,,66.0,,20.5,,18.7,,0.15087333333333333,0.006149998983739739,17.72222222222222,2.362084766566273,71.44444444444444,7.485170524295208,6.166869366037991,1.0265642083959927,0.5688529245220296,-1.9595476685796072,0.8404407482242797,0.8399088025013983,-1.041782991662817,-1.0459062386163076,-0.7444232086149599,1.716407899637202,-0.4891433470230627,0.7031282722288971,-1.3208736009211255,-0.9012475388243855,-0.3539091126973808,0.2108461971664871,-0.8969173333991105,-0.9574236835648179,1.3328562151943384,1.6712026219099774,-0.3851192422086991,0.4988241708712182,-1.3208736009211255,-0.9690996416076888,-0.23958084377106728,-0.06761157478583375,-0.2665308171216244,-1.903079558010289,-1.0741276277213407,-2.1128059204509873,0.9983712488157541,-3.8167303448752086,-0.7173726640997055,-1.6630610728901645,-0.44741166419819095,-3.577776943665571,0.3659714401524327,0.021245619106970114,-1.1004821194742171,-1.8141337204657595,-0.15558560096249818
2025-08-02 14:00:00+00:00,20.8,38,12.4,100,542.0,6.6,5.2,164,8.4,0.7,70,28,71,68,low,0.15099,6.5,22.7,8.9,13.6,32.5,15.8,14,5,8,2,31,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,48.3,8.9,0.0,0.0,8563.6,470.2267022537767,0.5306282510621704,1.824549292051046,5.10594547390058,2.2407096892759584,2.028148247292285,6.297109319933935,3.5115454388310208,3.367295829986474,0.15036,,68.0,,20.6,,18.2,,0.150885,0.005798392018482352,18.03,2.430386343316177,71.4,7.058485830702095,6.5235981891386725,1.0776552761598484,0.30071933613017987,-2.0250054594588383,0.8404407482242797,0.8890750616503602,-0.9911572624621904,-0.997516541725899,-0.8700445744541433,1.66597478408455,-0.3734823671897992,0.7753959417765807,-1.2624800425234903,-0.9012475388243855,-0.38832387447683714,0.17131738112404926,-0.8071598850188465,-1.0209283938815121,1.3212844119740317,1.7013373886566294,-0.3851192422086991,0.44301228008533855,-1.2624800425234903,-0.9690996416076888,-0.23958084377106728,-0.06760712983188472,-0.2617713711183981,-1.903079558010289,-1.0404057037203098,-2.1128059204509873,1.0238117210202116,-3.8167303448752086,-0.7435286462978334,-1.6630610728901645,-0.447179294108257,-3.5970000613374604,0.46671007644970114,0.10246885702304327,-1.101322182544873,-1.8571453200959285,-0.06649875624071767
